KHID	KYID	Family_Name	Source
Nr6a1.34	KH2013:KH.C1.1016	KY2019:KY.Chr1.1411	Nuclear receptor	CisBP
Nr1d1/2.34	KH2013:KH.C13.51	KY2019:KY.Chr13.291	Nuclear receptor	CisBP
Nr1d1/2.35	KH2013:KH.C13.51	KY2019:KY.Chr13.291	Nuclear receptor	CisBP
Nr1d1/2.36	KH2013:KH.C13.51	KY2019:KY.Chr13.291	Nuclear receptor	CisBP
Nr6a1.35	KH2013:KH.C1.1016	KY2019:KY.Chr1.1411	Nuclear receptor	CisBP
Nr1d1/2.37	KH2013:KH.C13.51	KY2019:KY.Chr13.291	Nuclear receptor	CisBP
Nr1d1/2.38	KH2013:KH.C13.51	KY2019:KY.Chr13.291	Nuclear receptor	CisBP
Arx	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.1	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.2	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.3	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.4	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.5	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.6	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.7	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.8	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.9	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.10	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.11	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.12	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.13	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.14	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.15	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.16	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.17	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.18	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.19	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.20	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.21	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.22	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.23	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.24	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.25	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.26	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.27	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.28	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.29	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.30	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.31	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.32	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.33	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.34	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.35	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.36	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.37	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.38	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.39	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.40	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.41	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.42	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.43	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.44	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.45	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.46	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.47	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.48	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.49	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.50	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.51	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.52	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.53	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.54	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.55	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.56	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.57	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.58	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.59	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.60	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.61	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.62	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.63	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.64	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.65	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.66	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.67	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.68	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.69	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.70	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.71	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.72	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.73	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.74	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.75	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.76	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.77	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.78	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.79	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.80	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.81	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.82	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.83	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.84	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.85	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.86	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.87	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.88	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.89	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.90	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.91	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.92	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.93	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.94	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.95	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.96	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.97	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.98	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.99	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.100	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.101	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.102	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.103	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.104	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.105	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.106	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.107	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.108	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.109	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.110	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.111	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.112	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.113	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.114	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.115	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.116	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.117	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.118	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.119	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.120	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.121	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.122	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.123	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.124	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.125	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.126	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.127	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.128	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.129	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.130	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.131	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.132	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.133	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.134	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.135	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.136	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.137	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.138	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.139	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.140	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.141	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.142	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.143	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.144	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.145	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.146	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.147	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.148	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.149	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.150	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.151	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.152	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.153	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.154	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.155	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.156	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.157	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.158	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.159	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.160	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.161	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.162	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.163	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.164	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.165	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.166	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.167	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.168	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.169	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.170	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.171	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.172	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.173	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.174	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.175	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.176	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.177	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.178	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.179	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.180	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.181	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.182	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.183	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.184	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.185	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.186	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.187	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.188	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.189	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.190	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.191	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.192	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.193	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.194	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.195	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.196	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.197	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.198	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.199	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.200	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.201	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.202	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.203	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.204	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.205	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.206	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.207	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.208	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.209	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.210	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.211	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.212	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.213	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.214	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.215	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.216	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.217	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.218	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.219	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.220	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.221	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.222	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.223	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.224	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.225	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.226	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.227	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.228	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.229	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.230	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.231	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.232	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.233	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.234	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.235	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.236	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.237	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.238	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.239	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.240	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.241	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.242	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.243	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.244	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.245	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.246	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.247	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.248	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.249	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.250	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.251	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.252	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.253	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.254	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.255	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.256	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.257	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.258	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.259	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.260	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.261	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.262	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.263	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.264	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.265	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.266	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.267	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.268	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.269	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.270	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.271	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.272	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.273	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.274	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.275	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.276	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.277	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.278	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.279	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.280	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.281	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.282	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.283	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.284	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.285	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.286	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.287	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
Arx.288	KH2013:KH.L119.26	KY2019:KY.Chr1.1318	Homeodomain	CisBP
